dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
5/6/2021,2,0,0,20,casual,84,3.99,1.24,335.16,231.00000000000003
5/6/2021,2,0,0,21,casual,54,3.99,1.24,215.46,148.5
5/6/2021,2,0,0,22,casual,36,3.99,1.24,143.64000000000001,99.00000000000001
5/6/2021,2,0,0,23,casual,25,3.99,1.24,99.75,68.75
6/6/2021,2,0,1,0,casual,11,3.99,1.24,43.89,30.25
6/6/2021,2,0,1,1,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
6/6/2021,2,0,1,2,casual,4,3.99,1.24,15.96,11.0
6/6/2021,2,0,1,3,casual,2,3.99,1.24,7.98,5.5
6/6/2021,2,0,1,4,casual,4,3.99,1.24,15.96,11.0
6/6/2021,2,0,1,5,casual,7,3.99,1.24,27.93,19.25
6/6/2021,2,0,1,6,casual,11,3.99,1.24,43.89,30.25
6/6/2021,2,0,1,7,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
6/6/2021,2,0,1,8,casual,28,3.99,1.24,111.72,77.0
6/6/2021,2,0,1,9,casual,26,3.99,1.24,103.74000000000001,71.5
6/6/2021,2,0,1,10,casual,31,3.99,1.24,123.69000000000001,85.25000000000001
6/6/2021,2,0,1,11,casual,39,3.99,1.24,155.61,107.25000000000001
6/6/2021,2,0,1,12,casual,25,3.99,1.24,99.75,68.75
6/6/2021,2,0,1,13,casual,28,3.99,1.24,111.72,77.0
6/6/2021,2,0,1,14,casual,46,3.99,1.24,183.54000000000002,126.50000000000003
6/6/2021,2,0,1,15,casual,38,3.99,1.24,151.62,104.5
6/6/2021,2,0,1,16,casual,34,3.99,1.24,135.66,93.5
6/6/2021,2,0,1,17,casual,63,3.99,1.24,251.37,173.25
6/6/2021,2,0,1,18,casual,56,3.99,1.24,223.44,154.0
6/6/2021,2,0,1,19,casual,64,3.99,1.24,255.36,176.0
6/6/2021,2,0,1,20,casual,59,3.99,1.24,235.41000000000003,162.25000000000003
6/6/2021,2,0,1,21,casual,29,3.99,1.24,115.71000000000001,79.75
6/6/2021,2,0,1,22,casual,36,3.99,1.24,143.64000000000001,99.00000000000001
6/6/2021,2,0,1,23,casual,5,3.99,1.24,19.950000000000003,13.750000000000004
7/6/2021,2,0,2,0,casual,5,3.99,1.24,19.950000000000003,13.750000000000004
7/6/2021,2,0,2,1,casual,2,3.99,1.24,7.98,5.5
7/6/2021,2,0,2,2,casual,3,3.99,1.24,11.97,8.25
7/6/2021,2,0,2,3,casual,1,3.99,1.24,3.99,2.75
7/6/2021,2,0,2,4,casual,2,3.99,1.24,7.98,5.5
7/6/2021,2,0,2,5,casual,2,3.99,1.24,7.98,5.5
7/6/2021,2,0,2,6,casual,10,3.99,1.24,39.900000000000006,27.500000000000007
7/6/2021,2,0,2,7,casual,23,3.99,1.24,91.77000000000001,63.250000000000014
7/6/2021,2,0,2,8,casual,45,3.99,1.24,179.55,123.75000000000001
7/6/2021,2,0,2,9,casual,27,3.99,1.24,107.73,74.25
7/6/2021,2,0,2,10,casual,37,3.99,1.24,147.63,101.75
7/6/2021,2,0,2,11,casual,38,3.99,1.24,151.62,104.5
7/6/2021,2,0,2,12,casual,42,3.99,1.24,167.58,115.50000000000001
7/6/2021,2,0,2,13,casual,55,3.99,1.24,219.45000000000002,151.25
7/6/2021,2,0,2,14,casual,34,3.99,1.24,135.66,93.5
7/6/2021,2,0,2,15,casual,56,3.99,1.24,223.44,154.0
7/6/2021,2,0,2,16,casual,55,3.99,1.24,219.45000000000002,151.25
7/6/2021,2,0,2,17,casual,64,3.99,1.24,255.36,176.0
7/6/2021,2,0,2,18,casual,72,3.99,1.24,287.28000000000003,198.00000000000003
7/6/2021,2,0,2,19,casual,69,3.99,1.24,275.31,189.75
7/6/2021,2,0,2,20,casual,45,3.99,1.24,179.55,123.75000000000001
7/6/2021,2,0,2,21,casual,31,3.99,1.24,123.69000000000001,85.25000000000001
7/6/2021,2,0,2,22,casual,27,3.99,1.24,107.73,74.25
7/6/2021,2,0,2,23,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
8/6/2021,2,0,3,0,casual,12,3.99,1.24,47.88,33.0
8/6/2021,2,0,3,1,casual,3,3.99,1.24,11.97,8.25
8/6/2021,2,0,3,2,casual,0,3.99,1.24,0.0,0.0
8/6/2021,2,0,3,3,casual,2,3.99,1.24,7.98,5.5
8/6/2021,2,0,3,4,casual,0,3.99,1.24,0.0,0.0
8/6/2021,2,0,3,5,casual,0,3.99,1.24,0.0,0.0
8/6/2021,2,0,3,6,casual,13,3.99,1.24,51.870000000000005,35.75
8/6/2021,2,0,3,7,casual,24,3.99,1.24,95.76,66.0
8/6/2021,2,0,3,8,casual,46,3.99,1.24,183.54000000000002,126.50000000000003
8/6/2021,2,0,3,9,casual,34,3.99,1.24,135.66,93.5
8/6/2021,2,0,3,10,casual,27,3.99,1.24,107.73,74.25
8/6/2021,2,0,3,11,casual,28,3.99,1.24,111.72,77.0
8/6/2021,2,0,3,12,casual,15,3.99,1.24,59.85,41.25
8/6/2021,2,0,3,13,casual,20,3.99,1.24,79.80000000000001,55.000000000000014
8/6/2021,2,0,3,14,casual,44,3.99,1.24,175.56,121.0
8/6/2021,2,0,3,15,casual,28,3.99,1.24,111.72,77.0
8/6/2021,2,0,3,16,casual,34,3.99,1.24,135.66,93.5
8/6/2021,2,0,3,17,casual,80,3.99,1.24,319.20000000000005,220.00000000000006
8/6/2021,2,0,3,18,casual,61,3.99,1.24,243.39000000000001,167.75
8/6/2021,2,0,3,19,casual,61,3.99,1.24,243.39000000000001,167.75
8/6/2021,2,0,3,20,casual,55,3.99,1.24,219.45000000000002,151.25
8/6/2021,2,0,3,21,casual,34,3.99,1.24,135.66,93.5
8/6/2021,2,0,3,22,casual,37,3.99,1.24,147.63,101.75
8/6/2021,2,0,3,23,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
9/6/2021,2,0,4,0,casual,7,3.99,1.24,27.93,19.25
9/6/2021,2,0,4,1,casual,3,3.99,1.24,11.97,8.25
9/6/2021,2,0,4,2,casual,0,3.99,1.24,0.0,0.0
9/6/2021,2,0,4,3,casual,0,3.99,1.24,0.0,0.0
9/6/2021,2,0,4,4,casual,2,3.99,1.24,7.98,5.5
9/6/2021,2,0,4,5,casual,1,3.99,1.24,3.99,2.75
9/6/2021,2,0,4,6,casual,13,3.99,1.24,51.870000000000005,35.75
9/6/2021,2,0,4,7,casual,31,3.99,1.24,123.69000000000001,85.25000000000001
9/6/2021,2,0,4,8,casual,32,3.99,1.24,127.68,88.0
9/6/2021,2,0,4,9,casual,20,3.99,1.24,79.80000000000001,55.000000000000014
9/6/2021,2,0,4,10,casual,20,3.99,1.24,79.80000000000001,55.000000000000014
9/6/2021,2,0,4,11,casual,36,3.99,1.24,143.64000000000001,99.00000000000001
9/6/2021,2,0,4,12,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
9/6/2021,2,0,4,13,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
9/6/2021,2,0,4,14,casual,25,3.99,1.24,99.75,68.75
9/6/2021,2,0,4,15,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
9/6/2021,2,0,4,16,casual,30,3.99,1.24,119.7,82.5
9/6/2021,2,0,4,17,casual,54,3.99,1.24,215.46,148.5
9/6/2021,2,0,4,18,casual,52,3.99,1.24,207.48000000000002,143.0
9/6/2021,2,0,4,19,casual,55,3.99,1.24,219.45000000000002,151.25
9/6/2021,2,0,4,20,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
9/6/2021,2,0,4,21,casual,29,3.99,1.24,115.71000000000001,79.75
9/6/2021,2,0,4,22,casual,22,3.99,1.24,87.78,60.5
9/6/2021,2,0,4,23,casual,15,3.99,1.24,59.85,41.25
10/6/2021,2,0,5,0,casual,8,3.99,1.24,31.92,22.0
10/6/2021,2,0,5,1,casual,5,3.99,1.24,19.950000000000003,13.750000000000004
10/6/2021,2,0,5,2,casual,6,3.99,1.24,23.94,16.5
10/6/2021,2,0,5,3,casual,3,3.99,1.24,11.97,8.25
10/6/2021,2,0,5,4,casual,0,3.99,1.24,0.0,0.0
10/6/2021,2,0,5,5,casual,0,3.99,1.24,0.0,0.0
10/6/2021,2,0,5,6,casual,10,3.99,1.24,39.900000000000006,27.500000000000007
10/6/2021,2,0,5,7,casual,25,3.99,1.24,99.75,68.75
10/6/2021,2,0,5,8,casual,29,3.99,1.24,115.71000000000001,79.75
10/6/2021,2,0,5,9,casual,37,3.99,1.24,147.63,101.75
10/6/2021,2,0,5,10,casual,23,3.99,1.24,91.77000000000001,63.250000000000014
10/6/2021,2,0,5,11,casual,46,3.99,1.24,183.54000000000002,126.50000000000003
10/6/2021,2,0,5,12,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
10/6/2021,2,0,5,13,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
10/6/2021,2,0,5,14,casual,44,3.99,1.24,175.56,121.0
10/6/2021,2,0,5,15,casual,49,3.99,1.24,195.51000000000002,134.75000000000003
10/6/2021,2,0,5,16,casual,46,3.99,1.24,183.54000000000002,126.50000000000003
10/6/2021,2,0,5,17,casual,63,3.99,1.24,251.37,173.25
10/6/2021,2,0,5,18,casual,96,3.99,1.24,383.04,264.0
10/6/2021,2,0,5,19,casual,61,3.99,1.24,243.39000000000001,167.75
10/6/2021,2,0,5,20,casual,53,3.99,1.24,211.47,145.75
10/6/2021,2,0,5,21,casual,55,3.99,1.24,219.45000000000002,151.25
10/6/2021,2,0,5,22,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
10/6/2021,2,0,5,23,casual,36,3.99,1.24,143.64000000000001,99.00000000000001
11/6/2021,2,0,6,0,casual,28,3.99,1.24,111.72,77.0
11/6/2021,2,0,6,1,casual,10,3.99,1.24,39.900000000000006,27.500000000000007
11/6/2021,2,0,6,2,casual,10,3.99,1.24,39.900000000000006,27.500000000000007
11/6/2021,2,0,6,3,casual,10,3.99,1.24,39.900000000000006,27.500000000000007
11/6/2021,2,0,6,4,casual,4,3.99,1.24,15.96,11.0
11/6/2021,2,0,6,5,casual,4,3.99,1.24,15.96,11.0
11/6/2021,2,0,6,6,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
11/6/2021,2,0,6,7,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
11/6/2021,2,0,6,8,casual,32,3.99,1.24,127.68,88.0
11/6/2021,2,0,6,9,casual,59,3.99,1.24,235.41000000000003,162.25000000000003
11/6/2021,2,0,6,10,casual,91,3.99,1.24,363.09000000000003,250.25000000000003
11/6/2021,2,0,6,11,casual,110,3.99,1.24,438.90000000000003,302.5
11/6/2021,2,0,6,12,casual,112,3.99,1.24,446.88,308.0
11/6/2021,2,0,6,13,casual,150,3.99,1.24,598.5,412.5
11/6/2021,2,0,6,14,casual,148,3.99,1.24,590.52,407.0
11/6/2021,2,0,6,15,casual,142,3.99,1.24,566.58,390.5
11/6/2021,2,0,6,16,casual,169,3.99,1.24,674.3100000000001,464.75000000000006
11/6/2021,2,0,6,17,casual,147,3.99,1.24,586.5300000000001,404.2500000000001
11/6/2021,2,0,6,18,casual,131,3.99,1.24,522.69,360.25000000000006
11/6/2021,2,0,6,19,casual,97,3.99,1.24,387.03000000000003,266.75
11/6/2021,2,0,6,20,casual,95,3.99,1.24,379.05,261.25
11/6/2021,2,0,6,21,casual,76,3.99,1.24,303.24,209.0
11/6/2021,2,0,6,22,casual,53,3.99,1.24,211.47,145.75
11/6/2021,2,0,6,23,casual,24,3.99,1.24,95.76,66.0
12/6/2021,2,0,0,0,casual,19,3.99,1.24,75.81,52.25
12/6/2021,2,0,0,1,casual,19,3.99,1.24,75.81,52.25
12/6/2021,2,0,0,2,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
12/6/2021,2,0,0,3,casual,8,3.99,1.24,31.92,22.0
12/6/2021,2,0,0,4,casual,8,3.99,1.24,31.92,22.0
12/6/2021,2,0,0,5,casual,5,3.99,1.24,19.950000000000003,13.750000000000004
12/6/2021,2,0,0,6,casual,5,3.99,1.24,19.950000000000003,13.750000000000004
12/6/2021,2,0,0,7,casual,7,3.99,1.24,27.93,19.25
12/6/2021,2,0,0,8,casual,28,3.99,1.24,111.72,77.0
12/6/2021,2,0,0,9,casual,75,3.99,1.24,299.25,206.25
12/6/2021,2,0,0,10,casual,120,3.99,1.24,478.8,330.0
12/6/2021,2,0,0,11,casual,131,3.99,1.24,522.69,360.25000000000006
12/6/2021,2,0,0,12,casual,176,3.99,1.24,702.24,484.0
12/6/2021,2,0,0,13,casual,109,3.99,1.24,434.91,299.75
12/6/2021,2,0,0,14,casual,96,3.99,1.24,383.04,264.0
12/6/2021,2,0,0,15,casual,142,3.99,1.24,566.58,390.5
12/6/2021,2,0,0,16,casual,115,3.99,1.24,458.85,316.25
12/6/2021,2,0,0,17,casual,94,3.99,1.24,375.06,258.5
12/6/2021,2,0,0,18,casual,69,3.99,1.24,275.31,189.75
12/6/2021,2,0,0,19,casual,67,3.99,1.24,267.33000000000004,184.25000000000006
12/6/2021,2,0,0,20,casual,62,3.99,1.24,247.38000000000002,170.50000000000003
12/6/2021,2,0,0,21,casual,39,3.99,1.24,155.61,107.25000000000001
12/6/2021,2,0,0,22,casual,31,3.99,1.24,123.69000000000001,85.25000000000001
12/6/2021,2,0,0,23,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
13/6/2021,2,0,1,0,casual,8,3.99,1.24,31.92,22.0
13/6/2021,2,0,1,1,casual,6,3.99,1.24,23.94,16.5
13/6/2021,2,0,1,2,casual,2,3.99,1.24,7.98,5.5
13/6/2021,2,0,1,3,casual,1,3.99,1.24,3.99,2.75
13/6/2021,2,0,1,4,casual,1,3.99,1.24,3.99,2.75
13/6/2021,2,0,1,5,casual,2,3.99,1.24,7.98,5.5
13/6/2021,2,0,1,6,casual,7,3.99,1.24,27.93,19.25
13/6/2021,2,0,1,7,casual,26,3.99,1.24,103.74000000000001,71.5
13/6/2021,2,0,1,8,casual,44,3.99,1.24,175.56,121.0
13/6/2021,2,0,1,9,casual,35,3.99,1.24,139.65,96.25
13/6/2021,2,0,1,10,casual,38,3.99,1.24,151.62,104.5
13/6/2021,2,0,1,11,casual,53,3.99,1.24,211.47,145.75
13/6/2021,2,0,1,12,casual,35,3.99,1.24,139.65,96.25
13/6/2021,2,0,1,13,casual,53,3.99,1.24,211.47,145.75
13/6/2021,2,0,1,14,casual,55,3.99,1.24,219.45000000000002,151.25
13/6/2021,2,0,1,15,casual,58,3.99,1.24,231.42000000000002,159.5
13/6/2021,2,0,1,16,casual,64,3.99,1.24,255.36,176.0
13/6/2021,2,0,1,17,casual,72,3.99,1.24,287.28000000000003,198.00000000000003
13/6/2021,2,0,1,18,casual,76,3.99,1.24,303.24,209.0
13/6/2021,2,0,1,19,casual,75,3.99,1.24,299.25,206.25
13/6/2021,2,0,1,20,casual,78,3.99,1.24,311.22,214.50000000000003
13/6/2021,2,0,1,21,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
13/6/2021,2,0,1,22,casual,20,3.99,1.24,79.80000000000001,55.000000000000014
13/6/2021,2,0,1,23,casual,14,3.99,1.24,55.86,38.5
14/6/2021,2,0,2,0,casual,13,3.99,1.24,51.870000000000005,35.75
14/6/2021,2,0,2,1,casual,3,3.99,1.24,11.97,8.25
14/6/2021,2,0,2,2,casual,2,3.99,1.24,7.98,5.5
14/6/2021,2,0,2,3,casual,1,3.99,1.24,3.99,2.75
14/6/2021,2,0,2,4,casual,0,3.99,1.24,0.0,0.0
14/6/2021,2,0,2,5,casual,3,3.99,1.24,11.97,8.25
14/6/2021,2,0,2,6,casual,6,3.99,1.24,23.94,16.5
14/6/2021,2,0,2,7,casual,19,3.99,1.24,75.81,52.25
14/6/2021,2,0,2,8,casual,45,3.99,1.24,179.55,123.75000000000001
14/6/2021,2,0,2,9,casual,19,3.99,1.24,75.81,52.25
14/6/2021,2,0,2,10,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
14/6/2021,2,0,2,11,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
14/6/2021,2,0,2,12,casual,30,3.99,1.24,119.7,82.5
14/6/2021,2,0,2,13,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
14/6/2021,2,0,2,14,casual,41,3.99,1.24,163.59,112.75
14/6/2021,2,0,2,15,casual,42,3.99,1.24,167.58,115.50000000000001
14/6/2021,2,0,2,16,casual,51,3.99,1.24,203.49,140.25
14/6/2021,2,0,2,17,casual,85,3.99,1.24,339.15000000000003,233.75000000000003
14/6/2021,2,0,2,18,casual,65,3.99,1.24,259.35,178.75000000000003
14/6/2021,2,0,2,19,casual,51,3.99,1.24,203.49,140.25
14/6/2021,2,0,2,20,casual,60,3.99,1.24,239.4,165.0
14/6/2021,2,0,2,21,casual,37,3.99,1.24,147.63,101.75
14/6/2021,2,0,2,22,casual,29,3.99,1.24,115.71000000000001,79.75
14/6/2021,2,0,2,23,casual,19,3.99,1.24,75.81,52.25
15/6/2021,2,0,3,0,casual,8,3.99,1.24,31.92,22.0
15/6/2021,2,0,3,1,casual,0,3.99,1.24,0.0,0.0
15/6/2021,2,0,3,2,casual,0,3.99,1.24,0.0,0.0
15/6/2021,2,0,3,3,casual,0,3.99,1.24,0.0,0.0
15/6/2021,2,0,3,4,casual,0,3.99,1.24,0.0,0.0
15/6/2021,2,0,3,5,casual,1,3.99,1.24,3.99,2.75
15/6/2021,2,0,3,6,casual,11,3.99,1.24,43.89,30.25
15/6/2021,2,0,3,7,casual,22,3.99,1.24,87.78,60.5
15/6/2021,2,0,3,8,casual,53,3.99,1.24,211.47,145.75
15/6/2021,2,0,3,9,casual,22,3.99,1.24,87.78,60.5
15/6/2021,2,0,3,10,casual,27,3.99,1.24,107.73,74.25
15/6/2021,2,0,3,11,casual,49,3.99,1.24,195.51000000000002,134.75000000000003
15/6/2021,2,0,3,12,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
15/6/2021,2,0,3,13,casual,43,3.99,1.24,171.57000000000002,118.25000000000003
15/6/2021,2,0,3,14,casual,50,3.99,1.24,199.5,137.5
15/6/2021,2,0,3,15,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
15/6/2021,2,0,3,16,casual,47,3.99,1.24,187.53,129.25
15/6/2021,2,0,3,17,casual,83,3.99,1.24,331.17,228.25
15/6/2021,2,0,3,18,casual,80,3.99,1.24,319.20000000000005,220.00000000000006
15/6/2021,2,0,3,19,casual,54,3.99,1.24,215.46,148.5
15/6/2021,2,0,3,20,casual,57,3.99,1.24,227.43,156.75
15/6/2021,2,0,3,21,casual,48,3.99,1.24,191.52,132.0
15/6/2021,2,0,3,22,casual,31,3.99,1.24,123.69000000000001,85.25000000000001
15/6/2021,2,0,3,23,casual,17,3.99,1.24,67.83,46.75
16/6/2021,2,0,4,0,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
16/6/2021,2,0,4,1,casual,4,3.99,1.24,15.96,11.0
16/6/2021,2,0,4,2,casual,1,3.99,1.24,3.99,2.75
16/6/2021,2,0,4,3,casual,0,3.99,1.24,0.0,0.0
16/6/2021,2,0,4,4,casual,0,3.99,1.24,0.0,0.0
16/6/2021,2,0,4,5,casual,7,3.99,1.24,27.93,19.25
16/6/2021,2,0,4,6,casual,8,3.99,1.24,31.92,22.0
16/6/2021,2,0,4,7,casual,16,3.99,1.24,63.84,44.0
16/6/2021,2,0,4,8,casual,24,3.99,1.24,95.76,66.0
16/6/2021,2,0,4,9,casual,29,3.99,1.24,115.71000000000001,79.75
16/6/2021,2,0,4,10,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
16/6/2021,2,0,4,11,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
16/6/2021,2,0,4,12,casual,41,3.99,1.24,163.59,112.75
16/6/2021,2,0,4,13,casual,37,3.99,1.24,147.63,101.75
16/6/2021,2,0,4,14,casual,39,3.99,1.24,155.61,107.25000000000001
16/6/2021,2,0,4,15,casual,32,3.99,1.24,127.68,88.0
16/6/2021,2,0,4,16,casual,36,3.99,1.24,143.64000000000001,99.00000000000001
16/6/2021,2,0,4,17,casual,42,3.99,1.24,167.58,115.50000000000001
16/6/2021,2,0,4,18,casual,26,3.99,1.24,103.74000000000001,71.5
16/6/2021,2,0,4,19,casual,58,3.99,1.24,231.42000000000002,159.5
16/6/2021,2,0,4,20,casual,25,3.99,1.24,99.75,68.75
16/6/2021,2,0,4,21,casual,34,3.99,1.24,135.66,93.5
16/6/2021,2,0,4,22,casual,24,3.99,1.24,95.76,66.0
16/6/2021,2,0,4,23,casual,2,3.99,1.24,7.98,5.5
17/6/2021,2,0,5,0,casual,3,3.99,1.24,11.97,8.25
17/6/2021,2,0,5,1,casual,4,3.99,1.24,15.96,11.0
17/6/2021,2,0,5,2,casual,2,3.99,1.24,7.98,5.5
17/6/2021,2,0,5,3,casual,1,3.99,1.24,3.99,2.75
17/6/2021,2,0,5,4,casual,1,3.99,1.24,3.99,2.75
17/6/2021,2,0,5,5,casual,1,3.99,1.24,3.99,2.75
17/6/2021,2,0,5,6,casual,8,3.99,1.24,31.92,22.0
17/6/2021,2,0,5,7,casual,25,3.99,1.24,99.75,68.75
17/6/2021,2,0,5,8,casual,28,3.99,1.24,111.72,77.0
17/6/2021,2,0,5,9,casual,28,3.99,1.24,111.72,77.0
17/6/2021,2,0,5,10,casual,44,3.99,1.24,175.56,121.0
17/6/2021,2,0,5,11,casual,43,3.99,1.24,171.57000000000002,118.25000000000003
17/6/2021,2,0,5,12,casual,49,3.99,1.24,195.51000000000002,134.75000000000003
17/6/2021,2,0,5,13,casual,48,3.99,1.24,191.52,132.0
17/6/2021,2,0,5,14,casual,73,3.99,1.24,291.27000000000004,200.75000000000006
17/6/2021,2,0,5,15,casual,62,3.99,1.24,247.38000000000002,170.50000000000003
17/6/2021,2,0,5,16,casual,69,3.99,1.24,275.31,189.75
17/6/2021,2,0,5,17,casual,85,3.99,1.24,339.15000000000003,233.75000000000003
17/6/2021,2,0,5,18,casual,62,3.99,1.24,247.38000000000002,170.50000000000003
17/6/2021,2,0,5,19,casual,53,3.99,1.24,211.47,145.75
17/6/2021,2,0,5,20,casual,40,3.99,1.24,159.60000000000002,110.00000000000003
17/6/2021,2,0,5,21,casual,49,3.99,1.24,195.51000000000002,134.75000000000003
17/6/2021,2,0,5,22,casual,48,3.99,1.24,191.52,132.0
17/6/2021,2,0,5,23,casual,37,3.99,1.24,147.63,101.75
18/6/2021,2,0,6,0,casual,21,3.99,1.24,83.79,57.75000000000001
18/6/2021,2,0,6,1,casual,15,3.99,1.24,59.85,41.25
18/6/2021,2,0,6,2,casual,16,3.99,1.24,63.84,44.0
18/6/2021,2,0,6,3,casual,4,3.99,1.24,15.96,11.0
18/6/2021,2,0,6,4,casual,1,3.99,1.24,3.99,2.75
18/6/2021,2,0,6,5,casual,1,3.99,1.24,3.99,2.75
18/6/2021,2,0,6,6,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
18/6/2021,2,0,6,7,casual,12,3.99,1.24,47.88,33.0
18/6/2021,2,0,6,8,casual,28,3.99,1.24,111.72,77.0
18/6/2021,2,0,6,9,casual,62,3.99,1.24,247.38000000000002,170.50000000000003
18/6/2021,2,0,6,10,casual,68,3.99,1.24,271.32,187.0
18/6/2021,2,0,6,11,casual,134,3.99,1.24,534.6600000000001,368.5000000000001
18/6/2021,2,0,6,12,casual,162,3.99,1.24,646.38,445.5
18/6/2021,2,0,6,13,casual,135,3.99,1.24,538.65,371.25
18/6/2021,2,0,6,14,casual,138,3.99,1.24,550.62,379.5
18/6/2021,2,0,6,15,casual,153,3.99,1.24,610.47,420.75
18/6/2021,2,0,6,16,casual,193,3.99,1.24,770.07,530.75
18/6/2021,2,0,6,17,casual,210,3.99,1.24,837.9000000000001,577.5000000000001
18/6/2021,2,0,6,18,casual,118,3.99,1.24,470.82000000000005,324.50000000000006
18/6/2021,2,0,6,19,casual,99,3.99,1.24,395.01000000000005,272.25000000000006
18/6/2021,2,0,6,20,casual,61,3.99,1.24,243.39000000000001,167.75
18/6/2021,2,0,6,21,casual,58,3.99,1.24,231.42000000000002,159.5
18/6/2021,2,0,6,22,casual,56,3.99,1.24,223.44,154.0
18/6/2021,2,0,6,23,casual,53,3.99,1.24,211.47,145.75
19/6/2021,2,0,0,0,casual,18,3.99,1.24,71.82000000000001,49.50000000000001
19/6/2021,2,0,0,1,casual,17,3.99,1.24,67.83,46.75
19/6/2021,2,0,0,2,casual,13,3.99,1.24,51.870000000000005,35.75
19/6/2021,2,0,0,3,casual,14,3.99,1.24,55.86,38.5
19/6/2021,2,0,0,4,casual,7,3.99,1.24,27.93,19.25
19/6/2021,2,0,0,5,casual,7,3.99,1.24,27.93,19.25
19/6/2021,2,0,0,6,casual,11,3.99,1.24,43.89,30.25
19/6/2021,2,0,0,7,casual,35,3.99,1.24,139.65,96.25
19/6/2021,2,0,0,8,casual,25,3.99,1.24,99.75,68.75
19/6/2021,2,0,0,9,casual,58,3.99,1.24,231.42000000000002,159.5
19/6/2021,2,0,0,10,casual,86,3.99,1.24,343.14000000000004,236.50000000000006
19/6/2021,2,0,0,11,casual,141,3.99,1.24,562.59,387.75
19/6/2021,2,0,0,12,casual,141,3.99,1.24,562.59,387.75
19/6/2021,2,0,0,13,casual,149,3.99,1.24,594.51,409.75
19/6/2021,2,0,0,14,casual,124,3.99,1.24,494.76000000000005,341.00000000000006
19/6/2021,2,0,0,15,casual,146,3.99,1.24,582.5400000000001,401.5000000000001
19/6/2021,2,0,0,16,casual,121,3.99,1.24,482.79,332.75
19/6/2021,2,0,0,17,casual,159,3.99,1.24,634.4100000000001,437.2500000000001
19/6/2021,2,0,0,18,casual,78,3.99,1.24,311.22,214.50000000000003
19/6/2021,2,0,0,19,casual,94,3.99,1.24,375.06,258.5
19/6/2021,2,0,0,20,casual,86,3.99,1.24,343.14000000000004,236.50000000000006
19/6/2021,2,0,0,21,casual,57,3.99,1.24,227.43,156.75
19/6/2021,2,0,0,22,casual,38,3.99,1.24,151.62,104.5
19/6/2021,2,0,0,23,casual,14,3.99,1.24,55.86,38.5
20/6/2021,2,0,1,0,casual,7,3.99,1.24,27.93,19.25
20/6/2021,2,0,1,1,casual,9,3.99,1.24,35.910000000000004,24.750000000000004
20/6/2021,2,0,1,2,casual,2,3.99,1.24,7.98,5.5
20/6/2021,2,0,1,3,casual,1,3.99,1.24,3.99,2.75
20/6/2021,2,0,1,4,casual,1,3.99,1.24,3.99,2.75
20/6/2021,2,0,1,5,casual,0,3.99,1.24,0.0,0.0
20/6/2021,2,0,1,6,casual,1,3.99,1.24,3.99,2.75
20/6/2021,2,0,1,7,casual,0,3.99,1.24,0.0,0.0
20/6/2021,2,0,1,8,casual,12,3.99,1.24,47.88,33.0
20/6/2021,2,0,1,9,casual,19,3.99,1.24,75.81,52.25
20/6/2021,2,0,1,10,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
20/6/2021,2,0,1,11,casual,27,3.99,1.24,107.73,74.25
20/6/2021,2,0,1,12,casual,33,3.99,1.24,131.67000000000002,90.75000000000001
20/6/2021,2,0,1,13,casual,50,3.99,1.24,199.5,137.5
20/6/2021,2,0,1,14,casual,45,3.99,1.24,179.55,123.75000000000001
20/6/2021,2,0,1,15,casual,66,3.99,1.24,263.34000000000003,181.50000000000003
20/6/2021,2,0,1,16,casual,61,3.99,1.24,243.39000000000001,167.75
20/6/2021,2,0,1,17,casual,81,3.99,1.24,323.19,222.75
20/6/2021,2,0,1,18,casual,64,3.99,1.24,255.36,176.0
20/6/2021,2,0,1,19,casual,62,3.99,1.24,247.38000000000002,170.50000000000003
20/6/2021,2,0,1,20,casual,52,3.99,1.24,207.48000000000002,143.0
